value,lat,lon
"30.767241985134543",38.20557426482143,-344.4419050120886
"7.529564220751787",38.20622883761888,-344.4501095991879
"10.420146441725674",38.205791551345065,-344.44977174048944
"4.316580124024493",38.20578913869114,-344.4388318168672
"14.273653977134604",38.206188908311795,-344.44768618201994
"24.46500665486211",38.20660032957697,-344.44395501225887
"16.23900192154511",38.205608249426675,-344.4513064146998
"9.574773462870407",38.20598672978027,-344.439896285765
"30.476222491388125",38.205639899373175,-344.4500577216267
"10.448436736387201",38.2068113482506,-344.44825285480385
"1.7379854302260513",38.205418266769854,-344.43886040486376
"6.724003736416778",38.205752206235275,-344.44451598357057
"26.136653224973703",38.20655897576293,-344.43918808278704
"22.516533875342198",38.20549097619265,-344.4396623078211
"8.046723089337704",38.20613111946803,-344.4465136560305
"30.817919011787776",38.2054167684947,-344.44638296773076
"23.19446773314461",38.206575222520215,-344.44343288250815
"1.4183504029229845",38.20568832570172,-344.4471192679065
"28.93155676246995",38.20615264621133,-344.44479710860475
"12.260680394134619",38.20605444206474,-344.44937189944255
"3.967519514112642",38.20379837644543,-344.45162515960067
"6.822322910919741",38.2060150838402,-344.4477211561046
"24.780251629306232",38.20522599955311,-344.45155976335434
"30.107375277117566",38.20623228659114,-344.4411844341523
"30.39938596072428",38.20663487003275,-344.4481836163324
"9.128547928285968",38.20592154411013,-344.44715393679286
"10.435805535525784",38.20377138348926,-344.44780212177255
"18.95140107007163",38.20429388015174,-344.45183302141874
"17.92010846197761",38.20340751109336,-344.45139264051124
"11.366646568720888",38.20587367587105,-344.446186985229
"15.31300261413751",38.20443486050033,-344.4497745188476
"20.351317341299218",38.204642597858275,-344.44738616161953
"21.7283604656959",38.2043985867588,-344.45275212300544
"19.764282085580138",38.206450106361764,-344.43917939120644
"29.536983617516253",38.204318376095394,-344.44744302802974
"27.335424886668374",38.20685476614593,-344.44218986760745
"23.774023969392662",38.20657897043303,-344.4502763328601
"11.772944020470387",38.20415930694778,-344.4506896571746
"28.334070074737586",38.206452704596046,-344.4462311857551
"11.758398693794573",38.2051561010526,-344.44096483658114
"29.93639200700354",38.20363635223425,-344.4510755322335
"18.420285862252616",38.2036230074867,-344.4404928419975
"29.394005411640194",38.20385381797029,-344.4464368812012
"3.4587925868573213",38.203555857744504,-344.45229223500104
"9.886972284800086",38.203881263868965,-344.43973007080587
"16.043827607049785",38.20349241550899,-344.4490932586583
"7.751810207019078",38.20343881798621,-344.4417483595049
"7.583526791309535",38.20359513991118,-344.44988452852397
"29.949514936854925",38.203750843439295,-344.4507779090431
"4.87263675533508",38.20344400740111,-344.45157531323815
"12.196060174053686",38.20347127319411,-344.45186497535445
"29.242385353731553",38.203680501423015,-344.44329541620766
"28.563723131828645",38.20368637444854,-344.4444939579788
"18.838475838427136",38.2035517766053,-344.4498567587906
"6.865389324616825",38.20376633861076,-344.4517192971353
"24.60990640956389",38.20343209057419,-344.4511723612231
"4.982846345708165",38.20390895654056,-344.44501474354064
"6.159194630953079",38.20398388137006,-344.43992125931106
"10.737973854814816",38.203631619223955,-344.44431121967847
"14.021646629522026",38.20341283482539,-344.44990973175345
"8.47183671152101",38.20362405124263,-344.44417502744255
"25.01617769825571",38.202203147739226,-344.4425269185114
"22.734169792864986",38.2022640804885,-344.45329800434934
"20.85202575186915",38.20242727216533,-344.4400764452548
"7.848549637214434",38.20206522952451,-344.44223276229576
"23.947640785241205",38.20306423918498,-344.4426245156047
"7.802074180092972",38.20277850991099,-344.4483677657454
"30.773011840687335",38.20380146697496,-344.4488384550149
"4.780364761737198",38.20221408901639,-344.4528091504432
"28.542556120578592",38.203420011878706,-344.44230004177086
"23.136646999754486",38.20396229062992,-344.44076903653934
"24.490947535219977",38.2027394607023,-344.4525849882826
"3.1731576145419984",38.203960437298655,-344.44790456174553
"26.139388697811135",38.20267599665146,-344.44009801907526
"14.836453426048523",38.20243194259733,-344.442893660338
"29.791885042869893",38.20250283158354,-344.44728195547054
"9.941580712261459",38.20260022902899,-344.4525866979674
"12.522974873626682",38.203840437229786,-344.44070291545006
"6.0920167815686",38.20221451660731,-344.45121860742006
"9.886313996226708",38.20337948065251,-344.45018803838644
"2.0408041816403646",38.20164990220545,-344.45102413940737
"24.452527851662936",38.20175053335164,-344.4490387441737
"18.472191550105457",38.201781608849906,-344.4495769336511
"28.6534931705127",38.201673464565204,-344.4427120862782
"12.250903603206446",38.20180909737868,-344.45180253954555
"5.332157601048607",38.20180342435835,-344.4449320143531
"6.433483591280308",38.2017939526579,-344.4534936859065
"2.6982525261250503",38.201609231177514,-344.44388773236943
"24.12915673501538",38.20164343998258,-344.45177905227536
"3.855795844514435",38.20178310524719,-344.4458675807954
"6.561247097833335",38.20178885061642,-344.44258018115124
"16.898430755431953",38.20166501465383,-344.44542532640685
"15.787289283008171",38.201732826494904,-344.445764519611
"14.089439383426306",38.201819103951195,-344.454043546939
"27.05349011658446",38.20170282303738,-344.4513571777755
"27.761098393966066",38.201818838542145,-344.45280893128563
"29.02604561956505",38.20166782542909,-344.4429849817256
"4.983380921649012",38.20167181703215,-344.44435283941385
"26.979158618512475",38.201818313489966,-344.45104767752287
"4.4062815586087325",38.201631627880666,-344.44301388262875
"6.326002726272114",38.20028689320809,-344.45061430864706
"20.011699766771738",38.200498689471,-344.45688539031465
"12.014925279986956",38.200434081169895,-344.44324590348185
"18.77973023435041",38.20143106380562,-344.4484118821133
"1.0562058459214154",38.20069325004171,-344.44440938729275
"12.914787333902868",38.20051629364475,-344.4523192768603
"16.123124509842842",38.20139937134974,-344.4435365691764
"18.26596428224368",38.20085402404581,-344.44868801888225
"30.909112178288517",38.200849998271906,-344.44860026022263
"13.36180072347768",38.20086884438752,-344.4497616500647
"14.473193713785774",38.201008000726375,-344.44613716970315
"28.11247008254814",38.19999934081243,-344.4413930351084
"2.432863247222893",38.20114964767522,-344.450969752241
"3.615589924972377",38.20018525763303,-344.4471180691181
"7.042559752636962",38.19970089559284,-344.4556121790102
"24.160842468028154",38.20119070109685,-344.4451027898271
"11.187003942853627",38.19992164316486,-344.4528206381681
"28.103003593690072",38.200598162455364,-344.44180250584515
"22.03542854258601",38.20155877504677,-344.44622207314063
"8.891560386347535",38.201480323112065,-344.4500926483392
"28.623230711091765",38.199688750599464,-344.4472628046364
"21.2966189025098",38.19969036704494,-344.45209652703073
"10.529733375549085",38.19972947067869,-344.4515050997571
"8.263459308336524",38.199707141860536,-344.4464630223976
"1.8356185353487144",38.199708398245846,-344.449967999768
"15.349936933698604",38.19973125220203,-344.4515624485132
"22.10254321276009",38.19967801892195,-344.44847597880806
"12.009177506817059",38.19972282804158,-344.4477620435981
"26.00756697139547",38.199694361597956,-344.446548969933
"5.113915155808514",38.19971938227633,-344.45294893453456
"26.41104982046764",38.199725151667636,-344.4509641291658
"3.396376219225096",38.1997240169105,-344.4569968569955
"25.350773085361123",38.1997324145329,-344.45241202104813
"27.619453663012163",38.19971113130969,-344.4567187391037
"6.465254253121188",38.199676700492795,-344.4440822395437
"15.383114066769458",38.199681360065554,-344.44499813894555
"5.2550352770262245",38.19973009131774,-344.4517447038413
"12.10120295029003",38.199717593548776,-344.44822924994605
"21.56989886271743",38.19968725012846,-344.4433883721735
"2.9048468248943173",38.19968374185713,-344.45309422391387
"13.620501868401853",38.19912957170956,-344.4591774005376
"4.346975930524172",38.19811766138721,-344.4431283904206
"6.762252209237992",38.19924999258537,-344.45808005194846
"7.285381786021944",38.19871683485584,-344.4605710109697
"9.611896520407615",38.19852822337604,-344.45786491766086
"20.233950779577803",38.198736291460875,-344.4495530903029
"12.391713678541283",38.19863731429203,-344.44469727595197
"4.314817842176396",38.19812460156961,-344.4596939225692
"26.35577344043254",38.19797057238586,-344.4433936068256
"15.48444991652286",38.19795474979005,-344.45713284102584
"5.194354356066694",38.19837815811958,-344.4437704684379
"10.533432086316022",38.19924252763686,-344.45467795426435
"12.590753829328243",38.197375909805054,-344.4469775076874
"24.569512158236297",38.197854166507504,-344.4428771765525
"4.965873857303248",38.19947322012034,-344.4475801670206
"15.111350623722608",38.19771933186692,-344.44877532756544
"23.7196392244858",38.19806762474158,-344.44349454322355
"5.753426541634795",38.19855217310044,-344.44745991511337
"22.047736125761055",38.199637749469666,-344.45017541302246
"4.339575048024943",38.19814464190341,-344.45324262483024
"9.310495149336976",38.19725395280637,-344.45554681541614
"28.010115672651647",38.19726822862991,-344.46080376924647
"8.204841240927603",38.1972754870179,-344.460570678715
"18.643242728098983",38.19725726353584,-344.4608882378757
"18.402855975214855",38.19727393337273,-344.44787156434694
"9.070385263364761",38.19727206483908,-344.4567020015651
"12.804962847939098",38.197299194452135,-344.448373704876
"2.927564364686778",38.19730040642768,-344.4602404989106
"28.731014753224333",38.19730582243444,-344.45981055209677
"14.934420441022674",38.19730978083796,-344.45233052816644
"13.584674788857237",38.197283568777415,-344.4583934263658
"1.0793686902887236",38.197270359903456,-344.4468055680903
"6.612441443623637",38.1972548340242,-344.45832371179046
"10.08391556427544",38.197286885548614,-344.4531458601388
"9.549316731541186",38.19729707803321,-344.4553086633089
"23.039506715141837",38.197302380764256,-344.4437243902866
"5.382868405447455",38.19730581381237,-344.4512889626206
"30.58594458695957",38.19729076727183,-344.4616351875674
"19.716684396668448",38.19728569037919,-344.4488937278046
"20.929106182555405",38.19726108794702,-344.4612168802712
"7.3128619618498805",38.19626458389943,-344.45916658747535
"6.708215433398838",38.19612638990654,-344.45380622350024
"3.9313010486596847",38.19603968181716,-344.44379946454904
"24.447300387119988",38.196914643847336,-344.4524296852148
"18.219988999614934",38.19651424493066,-344.4608083162581
"5.995320656421378",38.19533585777561,-344.4552887878683
"5.787594946644482",38.195550855233556,-344.46166055941774
"24.834864591557128",38.19601132988774,-344.4457186943524
"20.641173014531716",38.19667883994669,-344.4623329102426
"1.5519741107056375",38.19607673761392,-344.4494804536979
"4.865775827036155",38.19629610925677,-344.45163858986535
"13.48096384124678",38.196786204980484,-344.4484016141729
"4.4047827859463276",38.195713391238826,-344.45679712673774
"18.357568117314585",38.19693006314476,-344.46152665399643
"12.671421286663048",38.195418816338076,-344.4631079234091
"7.989648235935347",38.19628063060895,-344.4472891188003
"20.365104510633092",38.19575487594613,-344.45646134931707
"21.56123241422121",38.195653612771636,-344.44707323476746
"26.30261804018891",38.19531107130694,-344.45724803802756
"15.989391249412677",38.19589980659715,-344.44849427710034
"25.03925479552012",38.1948246361901,-344.45930384372315
"22.266902076763465",38.19492565955278,-344.454192339034
"22.02968463502671",38.194948287521896,-344.44731290246335
"26.958712540083347",38.19504443338218,-344.46026226551976
"22.881113078182267",38.1950414106996,-344.4616087580063
"9.529426524551372",38.19494371019161,-344.46530905695863
"10.817770980859652",38.19523784656672,-344.46111595076303
"6.301028923122559",38.195041470357374,-344.44608976638096
"13.935120532952126",38.19487790177789,-344.4615373751392
"18.55762741332632",38.19486624698549,-344.4649440456795
"6.1998448718269135",38.19479937297086,-344.44657523377236
"13.037193661460421",38.195083099743016,-344.4597717943482
"29.293631248450268",38.19513280441667,-344.46130851558183
"25.89203267204623",38.19496870965933,-344.4531258892835
"16.25247322156884",38.19496910743547,-344.45728930235026
"5.867670999706382",38.1948358818929,-344.4498154168461
"3.2700015730339196",38.19482504654676,-344.4449174648529
"18.10867576978866",38.19486116715335,-344.4547266464399
